congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
109,President,99910,99,0,USA,200,0,0,"BUSH, George Walker",,1946,,0.693,-0.539,-34.04608,0.81,162,13,,,
109,House,20300,41,1,AL,200,0,1,"BONNER, Jr., Josiah Robins (Jo)",B001244,1959,,0.367,0.513,-128.58366,0.863,875,43,,0.382,0.239
109,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.354,0.459,-131.86088,0.85861,865,47,,0.345,0.351
109,House,20302,41,7,AL,100,0,1,"DAVIS, Artur",D000602,1967,,-0.27,0.454,-180.78533,0.815,885,80,,-0.254,0.342
109,House,29100,41,5,AL,100,0,1,"CRAMER, Robert E. (Bud), Jr.",C000868,1947,,-0.132,0.612,-216.72551,0.779,869,102,,-0.1,0.581
109,House,29300,41,2,AL,200,0,1,"EVERETT, Robert Terry",E000268,1937,,0.414,0.528,-151.6354,0.839,864,64,,0.463,0.131
109,House,29301,41,6,AL,200,0,1,"BACHUS, Spencer T., III",B000013,1947,,0.387,0.228,-127.94195,0.862,860,50,,0.437,0.163
109,House,29701,41,4,AL,200,0,1,"ADERHOLT, Robert",A000055,1965,,0.368,0.594,-138.14004,0.85653,892,54,,0.384,0.243
109,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.022,-218.99079,0.76785,829,87,,0.367,-0.047
109,House,15105,61,8,AZ,200,0,1,"KOLBE, James Thomas",K000306,1942,,0.351,-0.534,-273.67698,0.725,850,119,,0.411,-0.463
109,House,20100,61,6,AZ,200,0,1,"FLAKE, Jeff",F000444,1962,,0.855,-0.518,-277.76182,0.7229,856,119,,0.935,-0.354
109,House,20303,61,1,AZ,200,0,1,"RENZI, Rick",R000574,1958,,0.265,0.199,-182.52464,0.815,890,84,,0.273,0.202
109,House,20304,61,2,AZ,200,0,1,"FRANKS, Trent",F000448,1957,,0.749,0.087,-129.38582,0.86283,877,54,,0.825,0.009
109,House,20305,61,7,AZ,100,0,1,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.256,-120.54126,0.87226,882,36,,-0.604,-0.269
109,House,29101,61,4,AZ,100,0,1,"PASTOR, Ed",P000099,1943,,-0.421,0.12,-239.36955,0.764,888,109,,-0.485,0.053
109,House,29501,61,3,AZ,200,0,1,"SHADEGG, John B.",S000275,1949,,0.749,0.008,-154.44229,0.837,866,64,,0.789,-0.17
109,House,29502,61,5,AZ,200,0,1,"HAYWORTH, John D., Jr.",H000413,1958,,0.559,-0.018,-195.37937,0.802,885,88,,0.599,-0.207
109,House,20101,42,3,AR,200,0,1,"BOOZMAN, John",B001236,1950,,0.399,0.245,-109.42007,0.88207,872,45,,0.354,0.291
109,House,20102,42,4,AR,100,0,1,"ROSS, Michael Avery",R000573,1961,,-0.201,0.89,-181.75219,0.809,856,78,,-0.273,0.779
109,House,29702,42,1,AR,100,0,1,"BERRY, Robert Marion",B000420,1942,,-0.293,0.956,-231.08825,0.771,890,99,,-0.315,0.949
109,House,29703,42,2,AR,100,0,1,"SNYDER, Victor F.",S000672,1947,,-0.268,0.055,-194.88794,0.794,845,91,,-0.256,0.058
109,House,14053,71,13,CA,100,0,1,"STARK, Fortney Hillman (Pete), Jr.",S000810,1931,,-0.631,-0.605,-114.73531,0.871,830,35,,-0.753,-0.658
109,House,14256,71,7,CA,100,0,1,"MILLER, George",M000725,1945,,-0.552,-0.398,-113.51795,0.878,872,53,,-0.56,-0.399
109,House,14280,71,30,CA,100,0,1,"WAXMAN, Henry Arnold",W000215,1939,,-0.473,-0.343,-119.30479,0.87,857,48,,-0.476,-0.457
109,House,14644,71,41,CA,200,0,1,"LEWIS, Charles Jeremy (Jerry)",L000274,1934,,0.348,-0.101,-145.6826,0.848,881,55,,0.367,-0.049
109,House,14647,71,3,CA,200,0,1,"LUNGREN, Daniel Edward",L000517,1946,,0.497,-0.054,-173.18942,0.823,891,73,,0.51,-0.089
109,House,14669,71,22,CA,200,0,1,"THOMAS, William Marshall",T000188,1941,,0.371,-0.277,-169.23329,0.819,845,65,,0.361,-0.143
109,House,14813,71,26,CA,200,0,1,"DREIER, David Timothy",D000492,1952,,0.478,-0.084,-142.71788,0.852,894,63,,0.395,-0.08
109,House,14835,71,52,CA,200,0,1,"HUNTER, Duncan Lee",H000981,1948,,0.47,0.02,-136.66145,0.85,842,66,,0.456,0.182
109,House,14837,71,12,CA,100,0,1,"LANTOS, Thomas Peter",L000090,1928,2008.0,-0.376,-0.033,-104.05984,0.886,863,39,,-0.385,-0.11
109,House,15005,71,28,CA,100,0,1,"BERMAN, Howard Lawrence",B000410,1941,,-0.404,-0.286,-122.45265,0.866,852,45,,-0.374,-0.355
109,House,15413,71,24,CA,200,0,1,"GALLEGLY, Elton W.",G000021,1944,,0.402,-0.1,-107.46653,0.88,843,28,,0.355,0.181
109,House,15420,71,2,CA,200,0,1,"HERGER, Walter William (Wally)",H000528,1945,,0.551,0.117,-121.09815,0.872,884,46,,0.532,0.31
109,House,15448,71,8,CA,100,0,1,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-87.21873,0.90387,863,27,,-0.445,-0.318
109,House,15601,71,48,CA,200,1,1,"COX, Charles Christopher",C000830,1952,,0.54,-0.236,-44.31869,0.862,298,18,,0.58,-0.025
109,House,15621,71,46,CA,200,0,1,"ROHRABACHER, Dana",R000409,1947,,0.626,-0.417,-235.40574,0.76667,886,107,,0.662,-0.264
109,House,20103,71,15,CA,100,0,1,"HONDA, Mike",H001034,1941,,-0.529,-0.482,-124.35831,0.868,876,58,,-0.527,-0.34
109,House,20104,71,29,CA,100,0,1,"SCHIFF, Adam",S001150,1960,,-0.349,-0.128,-117.79007,0.87172,858,48,,-0.331,-0.185
109,House,20105,71,32,CA,100,0,1,"SOLIS, Hilda L.",S001153,1957,,-0.508,-0.312,-99.81201,0.892,871,36,,-0.499,-0.408
109,House,20106,71,33,CA,100,0,1,"WATSON, Diane Edith",W000794,1933,,-0.531,-0.351,-106.47339,0.879,827,52,,-0.554,-0.29
109,House,20107,71,49,CA,200,0,1,"ISSA, Darrell",I000056,1953,,0.506,-0.085,-129.97709,0.85805,849,52,,0.426,-0.052
109,House,20108,71,53,CA,100,0,1,"DAVIS, Susan A.",D000598,1944,,-0.344,-0.106,-125.60415,0.8647,864,50,,-0.344,-0.213
109,House,20306,71,18,CA,100,0,1,"CARDOZA, Dennis A.",C001050,1959,,-0.262,0.609,-224.78822,0.77,858,109,,-0.245,0.437
109,House,20307,71,21,CA,200,0,1,"NUNES, Devin",N000181,1973,,0.449,0.214,-116.05977,0.87525,871,44,,0.381,0.154
109,House,20310,71,39,CA,100,0,1,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.137,-105.80733,0.88695,882,35,,-0.485,-0.326
109,House,20501,71,20,CA,100,0,1,"COSTA, Jim",C001059,1952,,-0.191,0.466,-205.721,0.78812,864,101,,-0.233,0.432
109,House,20538,71,5,CA,100,2,2,"MATSUI, Doris",M001163,1944,,-0.434,-0.161,-97.68232,0.89083,845,35,,-0.426,-0.257
109,House,20539,71,48,CA,200,2,2,"CAMPBELL, John (of California)",C001064,1955,,0.748,-0.415,-106.91094,0.786,445,48,,0.626,-0.102
109,House,29104,71,4,CA,200,0,1,"DOOLITTLE, John Taylor",D000429,1950,,0.519,0.156,-137.90746,0.852,864,58,,0.415,0.417
109,House,29106,71,35,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.653,-0.072,-135.50906,0.84987,833,53,,-0.621,-0.087
109,House,29107,71,50,CA,200,1,1,"CUNNINGHAM, Randall (Duke)",C000994,1941,,0.411,0.001,-57.3462,0.869,410,21,,0.324,0.027
109,House,29309,71,6,CA,100,0,1,"WOOLSEY, Lynn C.",W000738,1937,,-0.556,-0.529,-98.55387,0.893,875,37,,-0.647,-0.67
109,House,29311,71,11,CA,200,0,1,"POMBO, Richard William",P000419,1961,,0.461,0.469,-157.16921,0.833,858,61,,0.342,0.251
109,House,29312,71,14,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-122.50617,0.86738,861,42,,-0.373,-0.493
109,House,29313,71,17,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-140.94103,0.852,881,58,,-0.498,-0.38
109,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-104.85825,0.887,873,36,,0.374,0.231
109,House,29316,71,31,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-93.44702,0.89531,845,34,,-0.471,-0.223
109,House,29317,71,34,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.189,-121.93948,0.86503,841,44,,-0.396,-0.294
109,House,29318,71,36,CA,100,0,1,"HARMAN, Jane L.",H000213,1945,,-0.262,-0.12,-164.82522,0.818,818,56,,-0.291,-0.171
109,House,29321,71,40,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-168.5414,0.82534,878,77,,0.63,-0.216
109,House,29323,71,44,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.349,0.219,-109.65554,0.88309,882,39,,0.369,0.066
109,House,29325,71,51,CA,100,0,1,"FILNER, Bob",F000116,1942,,-0.652,0.002,-144.93477,0.846,867,67,,-0.566,-0.035
109,House,29504,71,16,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-158.91083,0.83598,887,63,,-0.424,-0.391
109,House,29505,71,19,CA,200,0,1,"RADANOVICH, George P.",R000004,1955,,0.484,0.18,-120.9697,0.867,846,57,,0.482,0.126
109,House,29508,71,50,CA,200,2,2,"BILBRAY, Brian P.",B000461,1951,,0.392,-0.376,-47.53697,0.8,213,24,,0.518,-0.344
109,House,29586,71,37,CA,100,0,1,"MILLENDER-McDONALD, Juanita",M000714,1938,2007.0,-0.438,-0.16,-94.8602,0.885,778,33,,-0.4,-0.227
109,House,29705,71,10,CA,100,0,1,"TAUSCHER, Ellen O'Kane",T000057,1951,,-0.308,-0.169,-137.19665,0.856,883,54,,-0.354,-0.182
109,House,29707,71,27,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.342,-0.147,-141.08128,0.85249,884,59,,-0.368,-0.198
109,House,29709,71,47,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-163.96218,0.827,863,67,,-0.345,-0.117
109,House,29774,71,23,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-118.48478,0.874,877,44,,-0.452,-0.4
109,House,29775,71,45,CA,200,0,1,"BONO, Mary",B001228,1961,,0.353,-0.218,-181.52935,0.804,832,75,,0.344,-0.287
109,House,29778,71,9,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.682,-0.588,-87.87111,0.90456,876,27,,-0.679,-0.677
109,House,29901,71,1,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-208.11574,0.79107,888,83,,-0.373,0.031
109,House,29903,71,38,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-104.14847,0.8843,847,40,,-0.442,-0.166
109,House,29905,71,42,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-127.81401,0.861,856,45,,0.544,0.244
109,House,29942,71,43,CA,100,0,1,"BACA, Joe",B001234,1947,,-0.349,0.292,-149.88889,0.84,857,61,,-0.35,0.338
109,House,15419,62,5,CO,200,0,1,"HEFLEY, Joel M.",H000444,1935,,0.591,0.13,-310.50174,0.7,870,115,,0.677,0.054
109,House,20311,62,4,CO,200,0,1,"MUSGRAVE, Marilyn N",M001152,1949,,0.565,0.223,-131.62321,0.859,866,54,,0.622,0.201
109,House,20312,62,7,CO,200,0,1,"BEAUPREZ, Bob",B001240,1948,,0.523,-0.102,-153.5455,0.835,853,54,,0.541,-0.045
109,House,20502,62,3,CO,100,0,1,"SALAZAR, John",S001158,1953,,-0.277,0.561,-198.24725,0.797,876,92,,-0.26,0.564
109,House,29710,62,1,CO,100,0,1,"DeGETTE, Diana",D000197,1957,,-0.432,-0.315,-127.95281,0.86338,871,49,,-0.418,-0.358
109,House,29906,62,2,CO,100,0,1,"UDALL, Mark",U000038,1950,,-0.353,0.049,-210.66996,0.788,886,94,,-0.37,0.139
109,House,29907,62,6,CO,200,0,1,"TANCREDO, Thomas G.",T000458,1945,,0.75,-0.022,-225.72168,0.767,851,97,,0.791,-0.189
109,House,15028,1,5,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,-226.98958,0.773,880,94,,0.224,-0.633
109,House,15449,1,4,CT,200,0,1,"SHAYS, Christopher H.",S001144,1945,,0.129,-0.992,-283.2854,0.718,855,131,,0.107,-0.942
109,House,20109,1,2,CT,200,0,1,"SIMMONS, Robert (Rob)",S001152,1943,,0.171,-0.566,-219.26149,0.775,862,97,,0.15,-0.466
109,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.12,-99.64604,0.89374,887,42,,-0.431,-0.191
109,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.398,-0.053,-126.6882,0.85438,805,50,,-0.446,-0.051
109,House,29327,11,1,DE,200,0,1,"CASTLE, Michael Newbold",C000243,1939,,0.229,-0.7,-203.69426,0.789,858,86,,0.252,-0.763
109,House,13047,43,10,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013.0,0.325,-0.112,-158.75277,0.826,832,71,,0.375,-0.221
109,House,14860,43,22,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013.0,0.3,-0.142,-134.33009,0.858,874,50,,0.343,-0.235
109,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,-179.5128,0.813,866,86,,0.42,-0.136
109,House,15627,43,6,FL,200,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-212.93479,0.787,887,90,,0.654,-0.13
109,House,15634,43,18,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-194.35314,0.79388,842,73,,0.329,-0.23
109,House,20110,43,1,FL,200,0,1,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-151.39164,0.838,859,64,,0.641,0.138
109,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-112.4447,0.881,884,40,,0.371,0.09
109,House,20112,43,8,FL,200,0,1,"KELLER, Richard (Ric)",K000361,1964,,0.458,-0.068,-145.23082,0.844,854,74,,0.47,-0.015
109,House,20113,43,12,FL,200,0,1,"PUTNAM, Adam",P000586,1974,,0.414,0.14,-117.29209,0.876,887,38,,0.402,0.17
109,House,20313,43,5,FL,200,0,1,"BROWN-WAITE, Virginia (Ginny)",B001247,1943,,0.36,0.084,-234.54694,0.758,846,110,,0.414,-0.115
109,House,20314,43,13,FL,200,0,1,"HARRIS, Katherine",H001035,1957,,0.452,-0.238,-180.04911,0.802,817,85,,0.469,-0.302
109,House,20315,43,24,FL,200,0,1,"FEENEY, Tom",F000447,1958,,0.641,-0.09,-144.57891,0.844,854,48,,0.689,-0.104
109,House,20316,43,25,FL,200,0,1,"DIAZ-BALART, Mario",D000600,1961,,0.279,0.119,-206.92735,0.77721,821,81,,0.44,-0.232
109,House,20358,43,17,FL,100,0,1,"MEEK, Kendrick B.",M001148,1966,,-0.363,0.108,-142.61658,0.849,869,64,,-0.352,0.103
109,House,20503,43,14,FL,200,0,1,"MACK, Connie, IV",M001155,1967,,0.601,-0.16,-185.69141,0.811,884,80,,0.532,-0.125
109,House,20504,43,20,FL,100,0,1,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.067,-168.13058,0.82446,871,68,,-0.405,-0.185
109,House,29328,43,3,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-125.93712,0.858,820,44,,-0.416,0.107
109,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-112.04861,0.881,884,43,,0.443,0.218
109,House,29336,43,21,FL,200,0,1,"DIAZ-BALART, Lincoln",D000299,1954,,0.243,-0.105,-192.5509,0.796,845,69,,0.331,-0.213
109,House,29337,43,23,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.158,-158.10793,0.81903,792,67,,-0.588,0.185
109,House,29509,43,15,FL,200,0,1,"WELDON, David Joseph",W000267,1953,,0.471,0.146,-150.68666,0.842,875,64,,0.443,0.192
109,House,29510,43,16,FL,200,0,1,"FOLEY, Mark A.",F000238,1954,,0.311,-0.381,-173.69248,0.813,841,73,,0.294,-0.263
109,House,29713,43,2,FL,100,0,1,"BOYD, F. Allen, Jr.",B000716,1945,,-0.181,0.414,-238.70314,0.753,842,107,,-0.176,0.445
109,House,29714,43,11,FL,100,0,1,"DAVIS, Jim",D000114,1957,,-0.278,0.025,-117.65108,0.846,704,44,,-0.282,-0.069
109,House,29715,43,19,FL,100,0,1,"WEXLER, Robert",W000314,1961,,-0.392,-0.193,-137.59949,0.848,832,52,,-0.379,-0.393
109,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-92.932,0.88404,754,42,,-0.603,-0.443
109,House,20317,44,3,GA,100,0,1,"MARSHALL, Jim",M001146,1948,,-0.119,0.803,-300.85243,0.707,866,143,,-0.134,0.74
109,House,20319,44,11,GA,200,0,1,"GINGREY, Phil",G000550,1942,,0.561,0.272,-164.87773,0.828,874,67,,0.534,0.18
109,House,20321,44,13,GA,100,0,1,"SCOTT, David",S001157,1945,,-0.302,0.163,-222.84592,0.77403,870,97,,-0.264,0.373
109,House,20505,44,6,GA,200,0,1,"PRICE, Tom",P000591,1954,,0.644,-0.073,-164.27974,0.83023,883,67,,0.622,-0.091
109,House,20506,44,8,GA,200,0,1,"WESTMORELAND, Lynn A.",W000796,1950,,0.672,0.189,-127.17345,0.861,852,45,,0.688,0.249
109,House,20507,44,12,GA,100,0,1,"BARROW, John",B001252,1955,,-0.119,0.46,-347.86565,0.674,882,175,,-0.157,0.528
109,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-135.20267,0.851,838,58,,0.505,0.155
109,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.464,-205.15196,0.78733,858,100,,-0.228,0.521
109,House,29341,44,7,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-133.03995,0.857,860,61,,0.619,-0.082
109,House,29344,44,4,GA,100,0,1,"McKINNEY, Cynthia Ann",M000523,1955,,-0.533,-0.583,-177.88147,0.805,821,71,,-0.614,-0.418
109,House,29513,44,9,GA,200,0,1,"NORWOOD, Charles W., Jr.",N000159,1941,2007.0,0.533,0.469,-128.10871,0.857,828,55,,0.634,0.331
109,House,99342,44,10,GA,200,0,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-124.87614,0.864,855,53,,0.641,0.162
109,House,15245,82,1,HI,100,0,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-273.43039,0.731,871,100,,-0.443,-0.057
109,House,20322,82,2,HI,100,2,2,"CASE, Ed",C001055,1952,,-0.201,-0.131,-268.73461,0.72648,841,119,,-0.186,-0.142
109,House,20114,63,1,ID,200,0,1,"OTTER, C. L. (Butch)",O000166,1942,,0.692,0.057,-327.60533,0.687,873,117,,0.738,-0.082
109,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.297,0.284,-156.57079,0.83599,874,59,,0.334,0.286
109,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007.0,0.312,-0.18,-136.00309,0.84,782,51,,0.38,-0.019
109,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014.0,-0.454,-0.181,-78.83448,0.856,507,31,,-0.422,-0.071
109,House,15417,21,14,IL,200,0,1,"HASTERT, John Dennis",H000323,1942,,0.443,-0.122,-6.45025,0.938,101,1,,0.484,0.117
109,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-260.56892,0.743,876,120,,-0.39,0.676
109,House,20115,21,10,IL,200,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-182.76125,0.812,877,68,,0.275,-0.728
109,House,20116,21,15,IL,200,0,1,"JOHNSON, Timothy V.",J000285,1946,,0.264,-0.52,-281.846,0.725,876,128,,0.194,-0.336
109,House,20323,21,5,IL,100,0,1,"EMANUEL, Rahm",E000287,1959,,-0.372,-0.131,-144.77694,0.845,859,66,,-0.359,-0.177
109,House,20508,21,3,IL,100,0,1,"LIPINSKI, Daniel",L000563,1966,,-0.229,0.178,-195.89915,0.80163,886,81,,-0.294,0.3
109,House,20509,21,8,IL,100,0,1,"BEAN, Melissa L.",B001253,1962,,-0.155,-0.063,-400.81206,0.637,890,130,,-0.174,-0.019
109,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.478,-0.203,-169.77028,0.81876,849,65,,-0.468,-0.047
109,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-123.79177,0.85547,793,45,,-0.482,-0.447
109,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-164.93387,0.821,838,62,,0.497,-0.026
109,House,29516,21,11,IL,200,0,1,"WELLER, Gerald C. (Jerry)",W000273,1957,,0.288,0.2,-164.43774,0.829,877,73,,0.318,-0.009
109,House,29517,21,18,IL,200,0,1,"LaHOOD, Ray H.",L000552,1945,,0.246,-0.076,-185.70168,0.806,860,66,,0.281,-0.099
109,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-140.02196,0.855,893,62,,-0.52,-0.416
109,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.264,-141.9833,0.8455,846,59,,-0.489,-0.158
109,House,29718,21,19,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.374,0.153,-184.97455,0.80984,877,85,,0.347,0.146
109,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.606,-0.269,-102.66887,0.88917,874,47,,-0.648,-0.346
109,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-207.09024,0.792,887,86,,0.364,-0.535
109,House,15014,22,5,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-147.84296,0.84,847,58,,0.532,0.145
109,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.243,-213.84109,0.7862,889,89,,-0.381,0.204
109,House,20117,22,6,IN,200,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-134.78865,0.856,865,54,,0.729,-0.101
109,House,20324,22,2,IN,200,0,1,"CHOCOLA, Chris",C001052,1962,,0.573,-0.164,-137.68483,0.857,890,57,,0.609,-0.212
109,House,20510,22,9,IN,200,0,1,"SODREL, Michael E.",S001160,1945,,0.422,0.249,-121.87517,0.872,891,52,,0.423,0.233
109,House,29350,22,4,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-132.48714,0.854,839,52,,0.478,0.316
109,House,29519,22,3,IN,200,0,1,"SOUDER, Mark Edward",S001143,1950,,0.435,-0.011,-165.14312,0.828,875,61,,0.388,0.155
109,House,29520,22,8,IN,200,0,1,"HOSTETTLER, John Nathan",H000807,1961,,0.705,0.077,-331.36706,0.687,882,122,,0.62,0.17
109,House,29720,22,7,IN,100,0,1,"CARSON, Julia May",C000191,1938,2007.0,-0.464,-0.156,-124.19924,0.862,837,56,,-0.485,-0.093
109,House,14432,31,2,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79,-332.81478,0.677,853,172,,0.086,-0.612
109,House,20325,31,5,IA,200,0,1,"KING, Steve",K000362,1949,,0.612,0.18,-146.98026,0.84745,888,64,,0.697,0.294
109,House,29118,31,1,IA,200,0,1,"NUSSLE, James Allen",N000172,1960,,0.417,-0.178,-131.52942,0.848,799,45,,0.359,0.05
109,House,29522,31,4,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-143.93622,0.851,892,55,,0.33,0.21
109,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,,-0.238,0.289,-196.43716,0.783,805,100,,-0.261,0.476
109,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-147.2986,0.843,863,60,,0.47,0.283
109,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.414,0.205,-257.31584,0.74721,883,113,,0.341,0.168
109,House,29723,32,2,KS,200,0,1,"RYUN, Jim",R000566,1947,,0.547,0.267,-102.40854,0.891,888,39,,0.53,0.386
109,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,,-0.267,0.159,-192.77998,0.802,875,82,,-0.254,0.05
109,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.336,0.109,-127.94177,0.86554,886,47,,0.367,0.125
109,House,20326,51,6,KY,100,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-219.54933,0.781,888,111,,-0.25,0.411
109,House,20511,51,4,KY,200,0,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-173.12007,0.822,884,78,,0.392,0.174
109,House,29352,51,2,KY,200,0,1,"LEWIS, Ron",L000293,1946,,0.418,0.417,-131.5618,0.862,883,56,,0.425,0.191
109,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-178.91726,0.814,868,73,,0.335,-0.012
109,House,29725,51,3,KY,200,0,1,"NORTHUP, Anne Meagher",N000143,1948,,0.335,-0.035,-115.14395,0.874,853,37,,0.352,0.141
109,House,15401,45,6,LA,200,0,1,"BAKER, Richard Hugh",B000072,1948,,0.423,0.022,-130.68066,0.858,852,46,,0.451,0.316
109,House,15451,45,4,LA,200,0,1,"McCRERY, James O., III",M000388,1949,,0.362,0.08,-140.07728,0.851,866,50,,0.394,0.189
109,House,20512,45,1,LA,200,0,1,"JINDAL, Bobby",J000287,1971,,0.388,-0.04,-218.15738,0.78,880,103,,0.453,0.051
